areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Central Queens,Queens,submarket,2000.0,1800.0,1950.0,2000.0,1550.0,1550.0,1550.0,1550.0,1575.0,1550.0,1550.0,1550.0,1550.0,1550.0,1875.0,2050.0,2050.0,2050.0,2023.0,1988.0,2323.0,2398.0,2225.0,2200.0,2100.0,2530.0,2530.0,2530.0,1900.0,2000.0,2100.0,2188.0,2050.0,2292.0,2150.0,2263.0,2075.0,2150.0,2150.0,2163.0,2292.0,2344.0,2271.0,2050.0,2000.0,2095.0,2000.0,2000.0,2000.0,2000.0,2025.0,2100.0,2100.0,2100.0,2150.0,2200.0,2185.0,2100.0,2200.0,2200.0,2100.0,2150.0,2100.0,2150.0,2200.0,2195.0,2150.0,2150.0,2150.0,2150.0,2175.0,2175.0,2150.0,2200.0,2150.0,2156.0,2200.0,2200.0,2250.0,2253.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2250.0,2300.0,2250.0,2200.0,2200.0,2200.0,2200.0,2150.0,2195.0,2150.0,2200.0,2255.0,2300.0,2300.0,2250.0,2250.0
Chelsea,Manhattan,neighborhood,4900.0,5500.0,5500.0,5495.0,5473.0,5498.0,4723.0,5208.0,5500.0,5863.0,5700.0,5500.0,5700.0,6000.0,5500.0,5663.0,5500.0,5875.0,5800.0,5500.0,6248.0,6500.0,5950.0,5925.0,5895.0,6395.0,6325.0,6000.0,5977.0,6000.0,5995.0,6120.0,6200.0,6062.0,6705.0,6000.0,5600.0,5313.0,5695.0,5845.0,6000.0,5797.0,5500.0,5300.0,5500.0,5595.0,5495.0,5623.0,5500.0,5713.0,5998.0,5900.0,5878.0,6400.0,6000.0,6000.0,5950.0,5713.0,6020.0,6200.0,6350.0,6330.0,6500.0,6450.0,6300.0,6100.0,6198.0,6450.0,6300.0,6379.0,6298.0,6363.0,6290.0,6227.0,6500.0,6505.0,6495.0,6296.0,6214.0,6150.0,5995.0,5948.0,5865.0,5900.0,5750.0,5663.0,5778.0,5805.0,5544.0,5681.0,5695.0,5625.0,5800.0,5746.0,5925.0,5623.0,5570.0,5950.0,5904.0,5700.0,6200.0,5844.0,5625.0,5500.0,6290.0,6021.0
Chinatown,Manhattan,neighborhood,,,,,2250.0,2200.0,2250.0,,3500.0,2300.0,2350.0,2750.0,2750.0,2500.0,2700.0,,,,3600.0,2650.0,3025.0,2450.0,2400.0,,,,2950.0,3100.0,2425.0,2450.0,2700.0,3400.0,,,2325.0,2355.0,2750.0,2475.0,2600.0,2638.0,3600.0,2898.0,2450.0,,,3395.0,2850.0,2800.0,2800.0,2675.0,2500.0,2500.0,2950.0,3575.0,3400.0,3000.0,3500.0,3500.0,3550.0,3550.0,2898.0,3550.0,3600.0,3600.0,3275.0,2825.0,2775.0,2850.0,2700.0,2700.0,2750.0,3275.0,3600.0,2725.0,3095.0,3300.0,3100.0,3223.0,3100.0,3100.0,2800.0,2950.0,3100.0,3198.0,3449.0,3500.0,3299.0,3175.0,3474.0,3000.0,2900.0,3000.0,2950.0,2750.0,2800.0,2773.0,2700.0,2800.0,2858.0,2895.0,3000.0,2975.0,3000.0,2984.0,2900.0,2663.0
City Island,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clearview,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton Hill,Brooklyn,neighborhood,2240.0,2240.0,2125.0,2125.0,2350.0,2150.0,2000.0,2150.0,2500.0,2500.0,2350.0,2300.0,2439.0,2415.0,2495.0,2425.0,2571.0,2536.0,2500.0,2525.0,2500.0,2675.0,2600.0,2650.0,2775.0,2788.0,3000.0,3000.0,2800.0,2825.0,2900.0,3250.0,3300.0,3225.0,3424.0,3400.0,2775.0,2875.0,2650.0,2790.0,2850.0,3100.0,2750.0,2750.0,2700.0,2895.0,2800.0,2798.0,2795.0,2700.0,2700.0,2825.0,2800.0,2800.0,2875.0,2963.0,2825.0,2707.0,2650.0,2760.0,2700.0,2750.0,2750.0,2800.0,2768.0,2800.0,2800.0,2863.0,2850.0,2800.0,2750.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2745.0,2750.0,2700.0,2775.0,2800.0,2800.0,2723.0,2750.0,2745.0,2650.0,2600.0,2650.0,2698.0,2844.0,2700.0,2980.0,2995.0,2944.0,2985.0,3013.0,3100.0,2990.0,2975.0,3025.0,3000.0,3000.0,3106.0,3175.0,3150.0
Co-op City,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobble Hill,Brooklyn,neighborhood,,,,3245.0,3350.0,,2700.0,2600.0,,3425.0,3125.0,,,,,2963.0,3125.0,2975.0,3000.0,3200.0,,3513.0,3200.0,4000.0,4000.0,3400.0,3400.0,2925.0,3000.0,3500.0,3595.0,3830.0,3515.0,3965.0,4150.0,3665.0,3830.0,4200.0,4200.0,3250.0,3400.0,4480.0,4200.0,4000.0,3500.0,4125.0,4125.0,3300.0,3300.0,3550.0,3960.0,3920.0,3500.0,3920.0,3500.0,3350.0,3500.0,3600.0,3225.0,3450.0,3400.0,3400.0,3495.0,3525.0,3600.0,3600.0,3600.0,3600.0,3600.0,3700.0,3450.0,3600.0,3700.0,3500.0,3500.0,3500.0,3800.0,3575.0,3500.0,3540.0,3500.0,3500.0,3348.0,3125.0,3473.0,3343.0,3250.0,3400.0,3575.0,3300.0,3500.0,3600.0,3798.0,3798.0,3750.0,4057.0,3663.0,3500.0,3350.0,3300.0,3265.0,3404.0,3950.0,3895.0,3800.0,3400.0
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,,,,,,,,,,,,,,2200.0,2200.0,2200.0,2200.0,,,,,,,,,2600.0,,,,2600.0,2600.0,2550.0,,,,,,,,3000.0,,,2700.0,3350.0,2600.0,2500.0,2775.0,2500.0,2825.0,2725.0,2800.0,2800.0,2850.0,2800.0,3075.0,2900.0,,,2900.0,3150.0,3150.0,2800.0,3125.0,3000.0,3000.0,2850.0,2875.0,2800.0,2950.0,2950.0,2950.0,3000.0,2950.0,2950.0,3000.0,3000.0,3500.0,3050.0,3100.0,2950.0,2950.0,2950.0,3000.0,3199.0,2964.0,3050.0,3125.0,3150.0,3050.0,2975.0,3000.0,3000.0,2875.0,2887.0,2800.0,2790.0,2750.0,2750.0,,2725.0,3150.0,3200.0,3300.0,3000.0,2999.0,2900.0
Concourse,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.0,1550.0,1695.0,1595.0,1673.0,,,,,,1600.0,1648.0,1648.0,1650.0,1667.0,1600.0,1675.0,1675.0,1700.0,1775.0,1698.0,1695.0,1698.0,1700.0,1700.0,1700.0,1775.0,1725.0,1700.0,1775.0,1650.0,1675.0,1999.0,1800.0,1700.0,1750.0,1750.0,1750.0,1949.0,1925.0,2000.0,1799.0,,1950.0,1850.0,1995.0,2000.0,,1950.0,1985.0,1975.0,1875.0
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,,,,,,2175.0,2050.0,,2073.0,,,,2085.0,,,,,,,,,,2325.0,2100.0,,2100.0,2025.0,2025.0,2195.0,2066.0,2000.0,2066.0,2000.0,1997.0,2321.0,2500.0,2450.0,2375.0,2075.0,2150.0,2400.0,2275.0,2300.0,2400.0,2399.0,2200.0,2300.0,2300.0,2325.0,2500.0,2500.0,2450.0,2350.0,2399.0,2250.0,2400.0,2150.0,2275.0,2250.0,2375.0,2350.0,2450.0,,,2400.0,2325.0,2300.0,2300.0,2300.0,2350.0,2395.0,2750.0
Corona,Queens,neighborhood,,,,,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,,,,,,,,,,,,,,,,2200.0,2200.0,2110.0,2095.0,,,2235.0,2288.0,,,2323.0,2280.0,2265.0,2265.0,2238.0,2235.0,2280.0,,2240.0,2253.0,2195.0,2150.0,2200.0,,,,2300.0,2283.0,2330.0,2208.0,2273.0,,,,2343.0,,,
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,2000.0,2000.0,1950.0,1888.0,1885.0,1838.0,1838.0,1500.0,1500.0,1575.0,1725.0,1725.0,1738.0,1750.0,1750.0,1795.0,1850.0,1900.0,1900.0,1775.0,1900.0,1800.0,1850.0,1800.0,1950.0,2000.0,2100.0,1988.0,1938.0,2000.0,1900.0,1938.0,1980.0,1988.0,2100.0,1950.0,2200.0,2200.0,2200.0,2400.0,2300.0,2200.0,2067.0,2000.0,2250.0,2275.0,2200.0,2100.0,2009.0,1998.0,2000.0,2150.0,2300.0,2300.0,2300.0,2200.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,2198.0,2250.0,2200.0,2230.0,2300.0,2300.0,2300.0,2300.0,2200.0,2200.0,2200.0,2250.0,2350.0,2353.0,2350.0,2400.0,2399.0,2395.0,2300.0,2299.0,2250.0,2200.0,2200.0,2248.0,2250.0,2245.0,2300.0,2350.0,2350.0,2450.0,2400.0,2375.0,2399.0,2312.0,2295.0,2300.0,2350.0,2350.0,2350.0,2399.0,2413.0,2400.0,2450.0,2396.0
DUMBO,Brooklyn,neighborhood,4348.0,4650.0,3400.0,4198.0,4198.0,4350.0,4200.0,4498.0,4500.0,4398.0,4300.0,4300.0,4398.0,4598.0,4900.0,4975.0,4700.0,4700.0,4700.0,4700.0,4275.0,4250.0,4600.0,4450.0,4900.0,4825.0,5125.0,5225.0,4500.0,4500.0,4550.0,4613.0,4600.0,4800.0,4600.0,4000.0,5000.0,5995.0,6098.0,6050.0,5300.0,5400.0,5200.0,5000.0,5100.0,4973.0,4850.0,4850.0,4800.0,4800.0,4800.0,4910.0,4910.0,5000.0,5190.0,5263.0,5000.0,5300.0,5300.0,5500.0,5500.0,5500.0,5499.0,5430.0,5123.0,5355.0,5500.0,5495.0,5500.0,5500.0,5630.0,5392.0,5500.0,5467.0,5300.0,5200.0,5500.0,5500.0,5346.0,5450.0,5350.0,5380.0,5396.0,5485.0,5495.0,5498.0,5495.0,5475.0,5655.0,5628.0,5500.0,5571.0,5595.0,5471.0,5163.0,4995.0,5000.0,5500.0,5839.0,6180.0,5995.0,5695.0,5798.0,5798.0,5383.0,5119.0
Ditmas Park,Brooklyn,neighborhood,,,,,,,,,,,,,,1573.0,1600.0,1600.0,,1800.0,1800.0,1800.0,,1825.0,,,,1900.0,,1938.0,,,1850.0,1775.0,1850.0,1850.0,,1775.0,1800.0,,,,2250.0,1950.0,2000.0,1975.0,1975.0,1950.0,2000.0,2000.0,1950.0,1850.0,1850.0,1875.0,1900.0,1950.0,1900.0,2200.0,2300.0,2300.0,1985.0,1910.0,1975.0,1920.0,1900.0,1950.0,2000.0,2000.0,2100.0,2200.0,2175.0,2100.0,2050.0,2195.0,2000.0,1950.0,2000.0,1998.0,2000.0,2100.0,2250.0,2050.0,2199.0,2050.0,2050.0,2000.0,2000.0,2100.0,2050.0,2100.0,2000.0,2000.0,2100.0,2250.0,2261.0,2300.0,2275.0,2275.0,2300.0,2250.0,2350.0,2273.0,2095.0,2199.0,2475.0,2500.0,2299.0,2250.0
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,2400.0,2400.0,2476.0,2400.0,2488.0,2881.0,2893.0,3200.0,3369.0,3050.0,3025.0,3250.0,3500.0,3350.0,3350.0,3000.0,2853.0,2938.0,3019.0,3041.0,3175.0,3129.0,3156.0,3100.0,3000.0,3071.0,3094.0,3071.0,3229.0,3227.0,3323.0,3202.0,3202.0,3300.0,3386.0,3463.0,3451.0,3600.0,4095.0,4100.0,4050.0,3858.0,3800.0,3800.0,3695.0,3560.0,3595.0,3684.0,3700.0,3750.0,3885.0,3700.0,4003.0,4055.0,3945.0,4120.0,3925.0,4258.0,4200.0,4058.0,4023.0,4250.0,4355.0,4395.0,4510.0,4535.0,4300.0,4437.0,4180.0,4154.0,4029.0,4019.0,4028.0,3969.0,3995.0,3960.0,3690.0,3695.0,3950.0,4095.0,4170.0,4092.0,3995.0,3991.0,3986.0,3991.0,4115.0,4124.0,4311.0,4308.0,4399.0,4188.0,4066.0,4059.0,4075.0,4075.0,4101.0,4010.0,4056.0,4138.0,4450.0,4881.0,4785.0,4687.0,4540.0,4308.0
Dyker Heights,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2200.0,2025.0,2200.0,2200.0,2000.0,2000.0,1925.0,2100.0,1895.0,1950.0,1975.0,1850.0,1850.0,1825.0,2025.0,2050.0,2000.0,2150.0,1950.0,1950.0,1995.0,2195.0,2198.0,1950.0,2000.0,2000.0,2000.0,2000.0,1950.0,1975.0,1999.0,1900.0,1900.0,,1813.0,1800.0,1737.0,,2098.0,2000.0,1820.0,1999.0,2000.0,1850.0,1950.0,2000.0,1925.0,2000.0
East Brooklyn,Brooklyn,submarket,1700.0,1700.0,1650.0,1700.0,1700.0,1650.0,1600.0,1500.0,1500.0,1600.0,1650.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1750.0,1800.0,1700.0,1700.0,1650.0,1700.0,1723.0,1700.0,1750.0,1800.0,1800.0,1800.0,1750.0,1800.0,1800.0,1800.0,1800.0,1800.0,1900.0,2000.0,1997.0,1950.0,2000.0,2075.0,2000.0,2100.0,2095.0,2100.0,2150.0,2000.0,2000.0,2000.0,1975.0,2000.0,2064.0,2100.0,2195.0,2200.0,2200.0,2200.0,2100.0,2150.0,2100.0,2100.0,2100.0,2200.0,2200.0,2250.0,2300.0,2300.0,2300.0,2300.0,2260.0,2250.0,2200.0,2232.0,2300.0,2300.0,2300.0,2350.0,2400.0,2395.0,2375.0,2350.0,2300.0,2299.0,2295.0,2250.0,2299.0,2275.0,2295.0,2300.0,2323.0,2350.0,2395.0,2350.0,2349.0,2314.0,2300.0,2290.0,2290.0,2300.0,2350.0,2399.0,2400.0,2450.0,2463.0,2475.0,2400.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,,,1673.0,1650.0,1600.0,1600.0,1525.0,1550.0,1650.0,1650.0,1750.0,1538.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1550.0,1595.0,1795.0,1795.0,1850.0,1898.0,2000.0,1895.0,1800.0,1800.0,1800.0,1873.0,1798.0,1795.0,1795.0,1795.0,1850.0,1900.0,1900.0,1900.0,1850.0,1850.0,1900.0,1987.0,2000.0,1950.0,1900.0,1995.0,2000.0,2087.0,1995.0,1963.0,2000.0,2090.0,2100.0,2100.0,2050.0,2000.0,2000.0,2000.0,2025.0,2100.0,2150.0,2050.0
East Harlem,Manhattan,neighborhood,1975.0,1975.0,2000.0,2000.0,1975.0,1975.0,2248.0,2295.0,2395.0,2395.0,2429.0,2300.0,2175.0,2200.0,2225.0,2000.0,2000.0,2195.0,2050.0,1990.0,2100.0,2100.0,1995.0,2125.0,2300.0,2366.0,2300.0,2200.0,2200.0,2195.0,2250.0,2250.0,2298.0,2325.0,2350.0,2400.0,2400.0,2400.0,2495.0,2475.0,2400.0,2455.0,2500.0,2400.0,2381.0,2200.0,2200.0,2190.0,2199.0,2250.0,2366.0,2350.0,2350.0,2285.0,2200.0,2200.0,2250.0,2200.0,2200.0,2200.0,2200.0,2300.0,2299.0,2400.0,2400.0,2400.0,2438.0,2400.0,2399.0,2455.0,2455.0,2400.0,2400.0,2450.0,2400.0,2455.0,2500.0,2500.0,2500.0,2500.0,2500.0,2495.0,2500.0,2513.0,2583.0,2600.0,2595.0,2600.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2450.0,2475.0,2450.0,2450.0,2450.0,2400.0,2493.0,2495.0,2495.0,2463.0,2498.0,2495.0
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.0,1345.0,1350.0,,,,1400.0,1375.0,,1350.0,1350.0,1350.0,1350.0,1400.0,1498.0,1575.0,1550.0,1600.0,1514.0,1532.0,1600.0,1600.0,,1550.0,1600.0,1573.0,1575.0,1600.0,1600.0,1575.0,1688.0,1625.0,1675.0,1685.0,1675.0,1650.0,1675.0,1700.0,1700.0,1700.0,1725.0,1750.0,1825.0,1800.0,1799.0,1799.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1850.0,1825.0,1795.0,1825.0,1800.0,1800.0,1850.0,1850.0,1850.0,1900.0,1900.0,1925.0,1900.0,1900.0,1958.0,1900.0
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Village,Manhattan,neighborhood,2900.0,2975.0,2995.0,2900.0,2800.0,2800.0,2800.0,2950.0,3495.0,3075.0,3000.0,2995.0,3075.0,2995.0,3150.0,3025.0,3100.0,3000.0,3098.0,3348.0,3550.0,3500.0,3773.0,3500.0,3495.0,3495.0,3495.0,3495.0,3495.0,3495.0,3273.0,3395.0,3400.0,3500.0,3500.0,3525.0,3695.0,3633.0,3633.0,3300.0,3450.0,3400.0,3300.0,3300.0,3300.0,3360.0,3400.0,3395.0,3395.0,3395.0,3500.0,3495.0,3400.0,3400.0,3495.0,3495.0,3498.0,3500.0,3400.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3490.0,3400.0,3450.0,3425.0,3483.0,3400.0,3338.0,3495.0,3450.0,3595.0,3625.0,3590.0,3599.0,3595.0,3550.0,3495.0,3495.0,3500.0,3477.0,3438.0,3495.0,3500.0,3595.0,3600.0,3500.0,3497.0,3450.0,3333.0,3300.0,3285.0,3398.0,3462.0,3600.0,3550.0,3595.0,3600.0,3600.0,3550.0,3600.0,3590.0,3598.0
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,,,,2200.0,,,,,,,,,,,,,2350.0,2525.0,1950.0,2075.0,2150.0,2165.0,,,,,2000.0,1975.0,2375.0,2238.0,2100.0,2095.0,2150.0,2073.0,2175.0,2399.0,2073.0,2098.0,2350.0,2395.0,2300.0,2463.0,2200.0,2325.0,2000.0,1978.0,2050.0,1995.0,2050.0,2300.0,2175.0,2150.0,2150.0,2200.0,2200.0,2200.0,2155.0,2198.0,2155.0,2155.0,2155.0,1950.0,1950.0,1935.0,2050.0,2050.0,2000.0,2154.0,2150.0,2300.0,2130.0
Financial District,Manhattan,neighborhood,4375.0,4475.0,4050.0,4300.0,4500.0,4358.0,4695.0,4600.0,4676.0,4500.0,4675.0,4474.0,4825.0,5363.0,5263.0,5345.0,5200.0,5215.0,5093.0,4698.0,4565.0,4500.0,4500.0,4495.0,4550.0,4793.0,4950.0,5100.0,4925.0,4800.0,4800.0,4875.0,4950.0,4800.0,4950.0,4875.0,4795.0,4950.0,4868.0,4795.0,4500.0,4600.0,4995.0,4998.0,4835.0,4595.0,4895.0,4795.0,4895.0,4895.0,4927.0,4995.0,5000.0,5314.0,5000.0,5115.0,5250.0,5084.0,4995.0,5050.0,5450.0,5500.0,5457.0,5750.0,5695.0,5350.0,5100.0,5195.0,5285.0,5100.0,5090.0,5400.0,5430.0,5442.0,5446.0,5500.0,5400.0,5450.0,5500.0,5298.0,5295.0,5169.0,5000.0,5141.0,5218.0,5295.0,5163.0,5316.0,5455.0,5475.0,5450.0,5300.0,5000.0,4924.0,4936.0,4990.0,4950.0,5030.0,4998.0,4700.0,5369.0,5360.0,5421.0,5265.0,5233.0,5400.0
Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,2050.0,2100.0,2050.0,1600.0,,,,,,,,,,,,,,,,,,,,1548.0,1450.0,1600.0,1708.0,1708.0,1823.0,1823.0,1850.0,1925.0,1750.0,1750.0,1800.0,1743.0,1600.0,1613.0,1798.0,1888.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1900.0,1900.0,1900.0,1950.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1897.0,2000.0,1975.0,1997.0,1997.0,2000.0,1995.0,1998.0,1999.0,1900.0,1900.0,1900.0,1925.0,1950.0,1975.0,2000.0,2099.0,2100.0,2099.0,2050.0,2000.0,1990.0,2050.0,2100.0,2100.0,2095.0,2050.0,2100.0,2100.0,2195.0,2200.0,2200.0
Flatiron,Manhattan,neighborhood,5900.0,5729.0,5995.0,5729.0,6875.0,6500.0,5895.0,5995.0,5975.0,6050.0,6500.0,6800.0,6925.0,7200.0,7000.0,6400.0,6550.0,6700.0,6800.0,6000.0,6000.0,6500.0,6823.0,6595.0,6500.0,7000.0,7338.0,6650.0,6200.0,6500.0,6600.0,6825.0,6775.0,6850.0,6873.0,6895.0,6983.0,6500.0,6500.0,6595.0,6600.0,7198.0,7000.0,7195.0,7373.0,7464.0,7116.0,6972.0,6847.0,6532.0,6868.0,7700.0,7725.0,7690.0,7500.0,7428.0,7240.0,7240.0,6995.0,6995.0,7200.0,7348.0,7500.0,7500.0,7985.0,7710.0,7719.0,7785.0,7500.0,7632.0,7500.0,7500.0,7500.0,7270.0,7075.0,7147.0,6653.0,7263.0,6998.0,7098.0,7300.0,7000.0,7000.0,7000.0,7079.0,7498.0,7350.0,7500.0,7373.0,7309.0,6551.0,6948.0,6995.0,6995.0,7498.0,7668.0,7085.0,7190.0,7435.0,7400.0,7500.0,7500.0,7226.0,7329.0,7072.0,7650.0
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,,1665.0,,1658.0,1665.0,1688.0,,1850.0,,1598.0,1650.0,1850.0,1795.0,1798.0,1850.0,2150.0,2000.0,2000.0,2000.0,,2025.0,2050.0,2400.0,1950.0,1950.0,1950.0,1975.0,2123.0,2175.0,2000.0,2118.0,2100.0,2100.0,2050.0,2050.0,1973.0,2150.0,2100.0,2000.0,2000.0,2100.0,2125.0,2050.0,2090.0,2095.0,2100.0,2125.0,2250.0,2175.0,2250.0,2270.0,2283.0,2250.0,2100.0,2250.0,2150.0,2200.0,2250.0,2250.0,2225.0,2250.0,2298.0,2400.0,2500.0,2395.0,2325.0,2325.0,2108.0,2100.0,2288.0,2300.0,2300.0,2300.0,2300.0,2297.0,2313.0,2395.0,2173.0,2275.0
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,,,,,,,1500.0,1525.0,1463.0,1450.0,1600.0,1650.0,,,1700.0,1595.0,1625.0,1650.0,1650.0,,,,1700.0,,1650.0,1650.0,1700.0,,1750.0,1900.0,1960.0,,2050.0,,,,,1747.0,,1800.0,1850.0,,1900.0,1900.0,1900.0,
